# x	y	u	v	flags	mask
7.0313e-04	7.0313e-03	4.4472e+01	2.1536e+01	0.0000e+00	0.0000e+00
9.3750e-04	7.0313e-03	4.4479e+01	2.1603e+01	0.0000e+00	0.0000e+00
1.1719e-03	7.0313e-03	4.4401e+01	2.1596e+01	1.0000e+00	0.0000e+00
1.4063e-03	7.0313e-03	4.4526e+01	2.1665e+01	0.0000e+00	0.0000e+00
1.6406e-03	7.0313e-03	4.4299e+01	2.1637e+01	0.0000e+00	0.0000e+00
1.8750e-03	7.0313e-03	4.4302e+01	2.1736e+01	0.0000e+00	0.0000e+00
2.1094e-03	7.0313e-03	4.3966e+01	2.1897e+01	0.0000e+00	0.0000e+00
2.3438e-03	7.0313e-03	4.3011e+01	2.1909e+01	1.0000e+00	0.0000e+00
2.5781e-03	7.0313e-03	4.0830e+01	2.1995e+01	1.0000e+00	0.0000e+00
2.8125e-03	7.0313e-03	3.6203e+01	2.2004e+01	1.0000e+00	0.0000e+00
3.0469e-03	7.0313e-03	3.1099e+01	2.2077e+01	1.0000e+00	0.0000e+00
3.2813e-03	7.0313e-03	1.8846e+01	2.0629e+01	0.0000e+00	0.0000e+00
3.5156e-03	7.0313e-03	1.7031e+01	2.2793e+01	0.0000e+00	0.0000e+00
3.7500e-03	7.0313e-03	1.4865e+01	2.2486e+01	0.0000e+00	0.0000e+00
3.9844e-03	7.0313e-03	1.4887e+01	2.1327e+01	0.0000e+00	0.0000e+00
4.2188e-03	7.0313e-03	1.5128e+01	2.1613e+01	0.0000e+00	0.0000e+00
4.4531e-03	7.0313e-03	1.4747e+01	2.1527e+01	0.0000e+00	0.0000e+00
4.6875e-03	7.0313e-03	1.4761e+01	2.1473e+01	0.0000e+00	0.0000e+00
4.9219e-03	7.0313e-03	1.4764e+01	2.1579e+01	1.0000e+00	0.0000e+00
5.1563e-03	7.0313e-03	1.4873e+01	2.1545e+01	0.0000e+00	0.0000e+00
5.3906e-03	7.0313e-03	1.4862e+01	2.1440e+01	0.0000e+00	0.0000e+00
5.6250e-03	7.0313e-03	1.4749e+01	2.1640e+01	1.0000e+00	0.0000e+00
5.8594e-03	7.0313e-03	1.4637e+01	2.1647e+01	0.0000e+00	0.0000e+00
6.0938e-03	7.0313e-03	1.4750e+01	2.1669e+01	1.0000e+00	0.0000e+00
6.3281e-03	7.0313e-03	1.4748e+01	2.1665e+01	1.0000e+00	0.0000e+00
6.5625e-03	7.0313e-03	1.4772e+01	2.1659e+01	1.0000e+00	0.0000e+00
6.7969e-03	7.0313e-03	1.4641e+01	2.1620e+01	0.0000e+00	0.0000e+00
7.0313e-03	7.0313e-03	1.4747e+01	2.1726e+01	0.0000e+00	0.0000e+00
7.2656e-03	7.0313e-03	1.4978e+01	2.1715e+01	0.0000e+00	0.0000e+00
2.3438e-04	6.7969e-03	4.4759e+01	2.1492e+01	0.0000e+00	0.0000e+00
4.6875e-04	6.7969e-03	4.4291e+01	2.1559e+01	0.0000e+00	0.0000e+00
7.0313e-04	6.7969e-03	4.4504e+01	2.1409e+01	0.0000e+00	0.0000e+00
9.3750e-04	6.7969e-03	4.4412e+01	2.1551e+01	0.0000e+00	0.0000e+00
1.1719e-03	6.7969e-03	4.4394e+01	2.1583e+01	1.0000e+00	0.0000e+00
1.4063e-03	6.7969e-03	4.4429e+01	2.1672e+01	0.0000e+00	0.0000e+00
1.6406e-03	6.7969e-03	4.4308e+01	2.1632e+01	1.0000e+00	0.0000e+00
1.8750e-03	6.7969e-03	4.4282e+01	2.1695e+01	0.0000e+00	0.0000e+00
2.1094e-03	6.7969e-03	4.3900e+01	2.1724e+01	1.0000e+00	0.0000e+00
2.3438e-03	6.7969e-03	4.3185e+01	2.1744e+01	1.0000e+00	0.0000e+00
2.5781e-03	6.7969e-03	4.3314e+01	2.2221e+01	0.0000e+00	0.0000e+00
2.8125e-03	6.7969e-03	4.2041e+01	2.2000e+01	0.0000e+00	0.0000e+00
3.0469e-03	6.7969e-03	3.3833e+01	2.1385e+01	0.0000e+00	0.0000e+00
3.2813e-03	6.7969e-03	2.0400e+01	2.2573e+01	0.0000e+00	0.0000e+00
3.5156e-03	6.7969e-03	2.0644e+01	2.1780e+01	1.0000e+00	0.0000e+00
3.7500e-03	6.7969e-03	1.6933e+01	2.1686e+01	1.0000e+00	0.0000e+00
3.9844e-03	6.7969e-03	1.4932e+01	2.0993e+01	0.0000e+00	0.0000e+00
4.2188e-03	6.7969e-03	1.5110e+01	2.1459e+01	0.0000e+00	0.0000e+00
4.4531e-03	6.7969e-03	1.4885e+01	2.1553e+01	1.0000e+00	0.0000e+00
4.6875e-03	6.7969e-03	1.4733e+01	2.1574e+01	0.0000e+00	0.0000e+00
4.9219e-03	6.7969e-03	1.4625e+01	2.1583e+01	0.0000e+00	0.0000e+00
5.1563e-03	6.7969e-03	1.4776e+01	2.1574e+01	0.0000e+00	0.0000e+00
5.3906e-03	6.7969e-03	1.4765e+01	2.1500e+01	0.0000e+00	0.0000e+00
5.6250e-03	6.7969e-03	1.4753e+01	2.1628e+01	1.0000e+00	0.0000e+00
5.8594e-03	6.7969e-03	1.4616e+01	2.1552e+01	0.0000e+00	0.0000e+00
6.0938e-03	6.7969e-03	1.4768e+01	2.1649e+01	1.0000e+00	0.0000e+00
6.3281e-03	6.7969e-03	1.4723e+01	2.1568e+01	0.0000e+00	0.0000e+00
6.5625e-03	6.7969e-03	1.4790e+01	2.1637e+01	1.0000e+00	0.0000e+00
6.7969e-03	6.7969e-03	1.4695e+01	2.1707e+01	0.0000e+00	0.0000e+00
7.0313e-03	6.7969e-03	1.4837e+01	2.1722e+01	0.0000e+00	0.0000e+00
7.2656e-03	6.7969e-03	1.4791e+01	2.1591e+01	0.0000e+00	0.0000e+00
2.3438e-04	6.5625e-03	4.4668e+01	2.1482e+01	0.0000e+00	0.0000e+00
4.6875e-04	6.5625e-03	4.4218e+01	2.1540e+01	0.0000e+00	0.0000e+00
7.0313e-04	6.5625e-03	4.4328e+01	2.1517e+01	1.0000e+00	0.0000e+00
9.3750e-04	6.5625e-03	4.4399e+01	2.1547e+01	1.0000e+00	0.0000e+00
1.1719e-03	6.5625e-03	4.4462e+01	2.1486e+01	0.0000e+00	0.0000e+00
1.4063e-03	6.5625e-03	4.4365e+01	2.1586e+01	0.0000e+00	0.0000e+00
1.6406e-03	6.5625e-03	4.4336e+01	2.1593e+01	1.0000e+00	0.0000e+00
1.8750e-03	6.5625e-03	4.4390e+01	2.1555e+01	0.0000e+00	0.0000e+00
2.1094e-03	6.5625e-03	4.4353e+01	2.1666e+01	0.0000e+00	0.0000e+00
2.3438e-03	6.5625e-03	4.3896e+01	2.1736e+01	0.0000e+00	0.0000e+00
2.5781e-03	6.5625e-03	4.4438e+01	2.1630e+01	0.0000e+00	0.0000e+00
2.8125e-03	6.5625e-03	4.1673e+01	2.0976e+01	0.0000e+00	0.0000e+00
3.0469e-03	6.5625e-03	3.3869e+01	2.1103e+01	0.0000e+00	0.0000e+00
3.2813e-03	6.5625e-03	2.5828e+01	2.1567e+01	1.0000e+00	0.0000e+00
3.5156e-03	6.5625e-03	1.5471e+01	2.2383e+01	0.0000e+00	0.0000e+00
3.7500e-03	6.5625e-03	1.7025e+01	2.1626e+01	1.0000e+00	0.0000e+00
3.9844e-03	6.5625e-03	1.5748e+01	2.1636e+01	1.0000e+00	0.0000e+00
4.2188e-03	6.5625e-03	1.5117e+01	2.1547e+01	1.0000e+00	0.0000e+00
4.4531e-03	6.5625e-03	1.4856e+01	2.1502e+01	1.0000e+00	0.0000e+00
4.6875e-03	6.5625e-03	1.4778e+01	2.1549e+01	0.0000e+00	0.0000e+00
4.9219e-03	6.5625e-03	1.4660e+01	2.1603e+01	0.0000e+00	0.0000e+00
5.1563e-03	6.5625e-03	1.4748e+01	2.1583e+01	1.0000e+00	0.0000e+00
5.3906e-03	6.5625e-03	1.4641e+01	2.1651e+01	0.0000e+00	0.0000e+00
5.6250e-03	6.5625e-03	1.4771e+01	2.1586e+01	1.0000e+00	0.0000e+00
5.8594e-03	6.5625e-03	1.4777e+01	2.1589e+01	1.0000e+00	0.0000e+00
6.0938e-03	6.5625e-03	1.4731e+01	2.1535e+01	0.0000e+00	0.0000e+00
6.3281e-03	6.5625e-03	1.4745e+01	2.1580e+01	0.0000e+00	0.0000e+00
6.5625e-03	6.5625e-03	1.4806e+01	2.1597e+01	1.0000e+00	0.0000e+00
6.7969e-03	6.5625e-03	1.4801e+01	2.1618e+01	0.0000e+00	0.0000e+00
7.0313e-03	6.5625e-03	1.4875e+01	2.1452e+01	0.0000e+00	0.0000e+00
7.2656e-03	6.5625e-03	1.4924e+01	2.1609e+01	1.0000e+00	0.0000e+00
2.3438e-04	6.3281e-03	4.3480e+01	2.1154e+01	0.0000e+00	0.0000e+00
4.6875e-04	6.3281e-03	4.4254e+01	2.1545e+01	0.0000e+00	0.0000e+00
7.0313e-04	6.3281e-03	4.4304e+01	2.1540e+01	0.0000e+00	0.0000e+00
9.3750e-04	6.3281e-03	4.4390e+01	2.1549e+01	0.0000e+00	0.0000e+00
1.1719e-03	6.3281e-03	4.4459e+01	2.1533e+01	0.0000e+00	0.0000e+00
1.4063e-03	6.3281e-03	4.4431e+01	2.1507e+01	0.0000e+00	0.0000e+00
1.6406e-03	6.3281e-03	4.4264e+01	2.1531e+01	0.0000e+00	0.0000e+00
1.8750e-03	6.3281e-03	4.4331e+01	2.1505e+01	0.0000e+00	0.0000e+00
2.1094e-03	6.3281e-03	4.4246e+01	2.1509e+01	0.0000e+00	0.0000e+00
2.3438e-03	6.3281e-03	4.4014e+01	2.1499e+01	0.0000e+00	0.0000e+00
2.5781e-03	6.3281e-03	4.4712e+01	2.0797e+01	0.0000e+00	0.0000e+00
2.8125e-03	6.3281e-03	4.2110e+01	2.0119e+01	0.0000e+00	0.0000e+00
3.0469e-03	6.3281e-03	3.1922e+01	2.1435e+01	1.0000e+00	0.0000e+00
3.2813e-03	6.3281e-03	1.8820e+01	2.0965e+01	0.0000e+00	0.0000e+00
3.5156e-03	6.3281e-03	2.0950e+01	2.1626e+01	1.0000e+00	0.0000e+00
3.7500e-03	6.3281e-03	1.5865e+01	2.1568e+01	0.0000e+00	0.0000e+00
3.9844e-03	6.3281e-03	1.5889e+01	2.1556e+01	1.0000e+00	0.0000e+00
4.2188e-03	6.3281e-03	1.4675e+01	2.1338e+01	0.0000e+00	0.0000e+00
4.4531e-03	6.3281e-03	1.4842e+01	2.1495e+01	0.0000e+00	0.0000e+00
4.6875e-03	6.3281e-03	1.4793e+01	2.1558e+01	1.0000e+00	0.0000e+00
4.9219e-03	6.3281e-03	1.4688e+01	2.1567e+01	0.0000e+00	0.0000e+00
5.1563e-03	6.3281e-03	1.4645e+01	2.1560e+01	0.0000e+00	0.0000e+00
5.3906e-03	6.3281e-03	1.4692e+01	2.1634e+01	0.0000e+00	0.0000e+00
5.6250e-03	6.3281e-03	1.4795e+01	2.1582e+01	1.0000e+00	0.0000e+00
5.8594e-03	6.3281e-03	1.4863e+01	2.1571e+01	0.0000e+00	0.0000e+00
6.0938e-03	6.3281e-03	1.4864e+01	2.1562e+01	0.0000e+00	0.0000e+00
6.3281e-03	6.3281e-03	1.4845e+01	2.1566e+01	0.0000e+00	0.0000e+00
6.5625e-03	6.3281e-03	1.4846e+01	2.1574e+01	1.0000e+00	0.0000e+00
6.7969e-03	6.3281e-03	1.4876e+01	2.1607e+01	0.0000e+00	0.0000e+00
7.0313e-03	6.3281e-03	1.4880e+01	2.1438e+01	0.0000e+00	0.0000e+00
7.2656e-03	6.3281e-03	1.4973e+01	2.1575e+01	1.0000e+00	0.0000e+00
2.3438e-04	6.0938e-03	4.3213e+01	2.1563e+01	0.0000e+00	0.0000e+00
4.6875e-04	6.0938e-03	4.4274e+01	2.1494e+01	1.0000e+00	0.0000e+00
7.0313e-04	6.0938e-03	4.4317e+01	2.1494e+01	1.0000e+00	0.0000e+00
9.3750e-04	6.0938e-03	4.4480e+01	2.1525e+01	0.0000e+00	0.0000e+00
1.1719e-03	6.0938e-03	4.4412e+01	2.1526e+01	1.0000e+00	0.0000e+00
1.4063e-03	6.0938e-03	4.4555e+01	2.1556e+01	0.0000e+00	0.0000e+00
1.6406e-03	6.0938e-03	4.4344e+01	2.1508e+01	0.0000e+00	0.0000e+00
1.8750e-03	6.0938e-03	4.4233e+01	2.1525e+01	1.0000e+00	0.0000e+00
2.1094e-03	6.0938e-03	4.4179e+01	2.1430e+01	1.0000e+00	0.0000e+00
2.3438e-03	6.0938e-03	4.4157e+01	2.1764e+01	0.0000e+00	0.0000e+00
2.5781e-03	6.0938e-03	4.4063e+01	2.0790e+01	0.0000e+00	0.0000e+00
2.8125e-03	6.0938e-03	4.2112e+01	2.0069e+01	0.0000e+00	0.0000e+00
3.0469e-03	6.0938e-03	3.1674e+01	2.1419e+01	1.0000e+00	0.0000e+00
3.2813e-03	6.0938e-03	2.1532e+01	2.1799e+01	0.0000e+00	0.0000e+00
3.5156e-03	6.0938e-03	1.6307e+01	2.1399e+01	0.0000e+00	0.0000e+00
3.7500e-03	6.0938e-03	1.7032e+01	2.1631e+01	1.0000e+00	0.0000e+00
3.9844e-03	6.0938e-03	1.5027e+01	2.1190e+01	0.0000e+00	0.0000e+00
4.2188e-03	6.0938e-03	1.5117e+01	2.1528e+01	1.0000e+00	0.0000e+00
4.4531e-03	6.0938e-03	1.4732e+01	2.1635e+01	0.0000e+00	0.0000e+00
4.6875e-03	6.0938e-03	1.4720e+01	2.1662e+01	0.0000e+00	0.0000e+00
4.9219e-03	6.0938e-03	1.4786e+01	2.1611e+01	0.0000e+00	0.0000e+00
5.1563e-03	6.0938e-03	1.4725e+01	2.1669e+01	0.0000e+00	0.0000e+00
5.3906e-03	6.0938e-03	1.4820e+01	2.1653e+01	0.0000e+00	0.0000e+00
5.6250e-03	6.0938e-03	1.4818e+01	2.1581e+01	1.0000e+00	0.0000e+00
5.8594e-03	6.0938e-03	1.4924e+01	2.1514e+01	0.0000e+00	0.0000e+00
6.0938e-03	6.0938e-03	1.4928e+01	2.1519e+01	0.0000e+00	0.0000e+00
6.3281e-03	6.0938e-03	1.4871e+01	2.1608e+01	0.0000e+00	0.0000e+00
6.5625e-03	6.0938e-03	1.4876e+01	2.1553e+01	1.0000e+00	0.0000e+00
6.7969e-03	6.0938e-03	1.4906e+01	2.1561e+01	0.0000e+00	0.0000e+00
7.0313e-03	6.0938e-03	1.4879e+01	2.1517e+01	0.0000e+00	0.0000e+00
7.2656e-03	6.0938e-03	1.6054e+01	2.1670e+01	0.0000e+00	0.0000e+00
2.3438e-04	5.8594e-03	4.4367e+01	2.1459e+01	0.0000e+00	0.0000e+00
4.6875e-04	5.8594e-03	4.4332e+01	2.1567e+01	0.0000e+00	0.0000e+00
7.0313e-04	5.8594e-03	4.4362e+01	2.1536e+01	0.0000e+00	0.0000e+00
9.3750e-04	5.8594e-03	4.4499e+01	2.1476e+01	0.0000e+00	0.0000e+00
1.1719e-03	5.8594e-03	4.4528e+01	2.1467e+01	0.0000e+00	0.0000e+00
1.4063e-03	5.8594e-03	4.4455e+01	2.1567e+01	0.0000e+00	0.0000e+00
1.6406e-03	5.8594e-03	4.4388e+01	2.1629e+01	0.0000e+00	0.0000e+00
1.8750e-03	5.8594e-03	4.4207e+01	2.1486e+01	1.0000e+00	0.0000e+00
2.1094e-03	5.8594e-03	4.4119e+01	2.1369e+01	1.0000e+00	0.0000e+00
2.3438e-03	5.8594e-03	4.3703e+01	2.1426e+01	0.0000e+00	0.0000e+00
2.5781e-03	5.8594e-03	4.3649e+01	2.0985e+01	0.0000e+00	0.0000e+00
2.8125e-03	5.8594e-03	4.2289e+01	2.0336e+01	0.0000e+00	0.0000e+00
3.0469e-03	5.8594e-03	3.4121e+01	2.1996e+01	0.0000e+00	0.0000e+00
3.2813e-03	5.8594e-03	1.9078e+01	2.2810e+01	0.0000e+00	0.0000e+00
3.5156e-03	5.8594e-03	2.0847e+01	2.1734e+01	1.0000e+00	0.0000e+00
3.7500e-03	5.8594e-03	1.4909e+01	2.1395e+01	0.0000e+00	0.0000e+00
3.9844e-03	5.8594e-03	1.5612e+01	2.1393e+01	0.0000e+00	0.0000e+00
4.2188e-03	5.8594e-03	1.5072e+01	2.1545e+01	1.0000e+00	0.0000e+00
4.4531e-03	5.8594e-03	1.4729e+01	2.1596e+01	0.0000e+00	0.0000e+00
4.6875e-03	5.8594e-03	1.4782e+01	2.1571e+01	1.0000e+00	0.0000e+00
4.9219e-03	5.8594e-03	1.4801e+01	2.1566e+01	0.0000e+00	0.0000e+00
5.1563e-03	5.8594e-03	1.4912e+01	2.1590e+01	0.0000e+00	0.0000e+00
5.3906e-03	5.8594e-03	1.4800e+01	2.1625e+01	0.0000e+00	0.0000e+00
5.6250e-03	5.8594e-03	1.4904e+01	2.1522e+01	0.0000e+00	0.0000e+00
5.8594e-03	5.8594e-03	1.4950e+01	2.1595e+01	0.0000e+00	0.0000e+00
6.0938e-03	5.8594e-03	1.4870e+01	2.1555e+01	1.0000e+00	0.0000e+00
6.3281e-03	5.8594e-03	1.4885e+01	2.1558e+01	1.0000e+00	0.0000e+00
6.5625e-03	5.8594e-03	1.4887e+01	2.1553e+01	1.0000e+00	0.0000e+00
6.7969e-03	5.8594e-03	1.4955e+01	2.1559e+01	1.0000e+00	0.0000e+00
7.0313e-03	5.8594e-03	1.4975e+01	2.1557e+01	1.0000e+00	0.0000e+00
7.2656e-03	5.8594e-03	1.5135e+01	2.1437e+01	0.0000e+00	0.0000e+00
2.3438e-04	5.6250e-03	4.4365e+01	2.1487e+01	1.0000e+00	0.0000e+00
4.6875e-04	5.6250e-03	4.4399e+01	2.1487e+01	1.0000e+00	0.0000e+00
7.0313e-04	5.6250e-03	4.4426e+01	2.1486e+01	1.0000e+00	0.0000e+00
9.3750e-04	5.6250e-03	4.4510e+01	2.1453e+01	0.0000e+00	0.0000e+00
1.1719e-03	5.6250e-03	4.4568e+01	2.1456e+01	0.0000e+00	0.0000e+00
1.4063e-03	5.6250e-03	4.4411e+01	2.1560e+01	0.0000e+00	0.0000e+00
1.6406e-03	5.6250e-03	4.4305e+01	2.1531e+01	0.0000e+00	0.0000e+00
1.8750e-03	5.6250e-03	4.4166e+01	2.1461e+01	1.0000e+00	0.0000e+00
2.1094e-03	5.6250e-03	4.3958e+01	2.1364e+01	1.0000e+00	0.0000e+00
2.3438e-03	5.6250e-03	4.4001e+01	2.1297e+01	0.0000e+00	0.0000e+00
2.5781e-03	5.6250e-03	4.3997e+01	2.1183e+01	0.0000e+00	0.0000e+00
2.8125e-03	5.6250e-03	3.6324e+01	2.1306e+01	1.0000e+00	0.0000e+00
3.0469e-03	5.6250e-03	3.5148e+01	2.3198e+01	0.0000e+00	0.0000e+00
3.2813e-03	5.6250e-03	1.7688e+01	2.2299e+01	0.0000e+00	0.0000e+00
3.5156e-03	5.6250e-03	2.0552e+01	2.1594e+01	1.0000e+00	0.0000e+00
3.7500e-03	5.6250e-03	1.5743e+01	2.1764e+01	0.0000e+00	0.0000e+00
3.9844e-03	5.6250e-03	1.5105e+01	2.1366e+01	0.0000e+00	0.0000e+00
4.2188e-03	5.6250e-03	1.5059e+01	2.1539e+01	0.0000e+00	0.0000e+00
4.4531e-03	5.6250e-03	1.4687e+01	2.1579e+01	0.0000e+00	0.0000e+00
4.6875e-03	5.6250e-03	1.4637e+01	2.1501e+01	0.0000e+00	0.0000e+00
4.9219e-03	5.6250e-03	1.4829e+01	2.1584e+01	0.0000e+00	0.0000e+00
5.1563e-03	5.6250e-03	1.4822e+01	2.1641e+01	0.0000e+00	0.0000e+00
5.3906e-03	5.6250e-03	1.4831e+01	2.1570e+01	1.0000e+00	0.0000e+00
5.6250e-03	5.6250e-03	1.4790e+01	2.1490e+01	0.0000e+00	0.0000e+00
5.8594e-03	5.6250e-03	1.4917e+01	2.1570e+01	0.0000e+00	0.0000e+00
6.0938e-03	5.6250e-03	1.4897e+01	2.1598e+01	0.0000e+00	0.0000e+00
6.3281e-03	5.6250e-03	1.4901e+01	2.1591e+01	0.0000e+00	0.0000e+00
6.5625e-03	5.6250e-03	1.4863e+01	2.1562e+01	0.0000e+00	0.0000e+00
6.7969e-03	5.6250e-03	1.4943e+01	2.1470e+01	0.0000e+00	0.0000e+00
7.0313e-03	5.6250e-03	1.4965e+01	2.1558e+01	1.0000e+00	0.0000e+00
7.2656e-03	5.6250e-03	1.4957e+01	2.1522e+01	0.0000e+00	0.0000e+00
2.3438e-04	5.3906e-03	4.4588e+01	2.1381e+01	0.0000e+00	0.0000e+00
4.6875e-04	5.3906e-03	4.4493e+01	2.1481e+01	1.0000e+00	0.0000e+00
7.0313e-04	5.3906e-03	4.4503e+01	2.1481e+01	1.0000e+00	0.0000e+00
9.3750e-04	5.3906e-03	4.4520e+01	2.1506e+01	0.0000e+00	0.0000e+00
1.1719e-03	5.3906e-03	4.4633e+01	2.1486e+01	0.0000e+00	0.0000e+00
1.4063e-03	5.3906e-03	4.4478e+01	2.1487e+01	0.0000e+00	0.0000e+00
1.6406e-03	5.3906e-03	4.4316e+01	2.1476e+01	1.0000e+00	0.0000e+00
1.8750e-03	5.3906e-03	4.4401e+01	2.1585e+01	0.0000e+00	0.0000e+00
2.1094e-03	5.3906e-03	4.3958e+01	2.1438e+01	0.0000e+00	0.0000e+00
2.3438e-03	5.3906e-03	4.3461e+01	2.1133e+01	0.0000e+00	0.0000e+00
2.5781e-03	5.3906e-03	4.3710e+01	2.1006e+01	0.0000e+00	0.0000e+00
2.8125e-03	5.3906e-03	3.6096e+01	2.1282e+01	1.0000e+00	0.0000e+00
3.0469e-03	5.3906e-03	3.6987e+01	2.2174e+01	0.0000e+00	0.0000e+00
3.2813e-03	5.3906e-03	2.5335e+01	2.1367e+01	1.0000e+00	0.0000e+00
3.5156e-03	5.3906e-03	1.5361e+01	2.2210e+01	0.0000e+00	0.0000e+00
3.7500e-03	5.3906e-03	1.5825e+01	2.2075e+01	0.0000e+00	0.0000e+00
3.9844e-03	5.3906e-03	1.5149e+01	2.1367e+01	0.0000e+00	0.0000e+00
4.2188e-03	5.3906e-03	1.5019e+01	2.1602e+01	1.0000e+00	0.0000e+00
4.4531e-03	5.3906e-03	1.4626e+01	2.1596e+01	0.0000e+00	0.0000e+00
4.6875e-03	5.3906e-03	1.4604e+01	2.1634e+01	0.0000e+00	0.0000e+00
4.9219e-03	5.3906e-03	1.4761e+01	2.1567e+01	1.0000e+00	0.0000e+00
5.1563e-03	5.3906e-03	1.4687e+01	2.1552e+01	0.0000e+00	0.0000e+00
5.3906e-03	5.3906e-03	1.4841e+01	2.1546e+01	1.0000e+00	0.0000e+00
5.6250e-03	5.3906e-03	1.4860e+01	2.1535e+01	1.0000e+00	0.0000e+00
5.8594e-03	5.3906e-03	1.4875e+01	2.1518e+01	1.0000e+00	0.0000e+00
6.0938e-03	5.3906e-03	1.4868e+01	2.1489e+01	0.0000e+00	0.0000e+00
6.3281e-03	5.3906e-03	1.4874e+01	2.1518e+01	1.0000e+00	0.0000e+00
6.5625e-03	5.3906e-03	1.4804e+01	2.1602e+01	0.0000e+00	0.0000e+00
6.7969e-03	5.3906e-03	1.4836e+01	2.1602e+01	0.0000e+00	0.0000e+00
7.0313e-03	5.3906e-03	1.4850e+01	2.1554e+01	0.0000e+00	0.0000e+00
7.2656e-03	5.3906e-03	1.5017e+01	2.1664e+01	0.0000e+00	0.0000e+00
2.3438e-04	5.1563e-03	4.4850e+01	2.1346e+01	0.0000e+00	0.0000e+00
4.6875e-04	5.1563e-03	4.4520e+01	2.1480e+01	1.0000e+00	0.0000e+00
7.0313e-04	5.1563e-03	4.4501e+01	2.1580e+01	0.0000e+00	0.0000e+00
9.3750e-04	5.1563e-03	4.4494e+01	2.1472e+01	0.0000e+00	0.0000e+00
1.1719e-03	5.1563e-03	4.4533e+01	2.1467e+01	0.0000e+00	0.0000e+00
1.4063e-03	5.1563e-03	4.4455e+01	2.1521e+01	0.0000e+00	0.0000e+00
1.6406e-03	5.1563e-03	4.4305e+01	2.1466e+01	1.0000e+00	0.0000e+00
1.8750e-03	5.1563e-03	4.4135e+01	2.1418e+01	1.0000e+00	0.0000e+00
2.1094e-03	5.1563e-03	4.4039e+01	2.1392e+01	0.0000e+00	0.0000e+00
2.3438e-03	5.1563e-03	4.3274e+01	2.1104e+01	0.0000e+00	0.0000e+00
2.5781e-03	5.1563e-03	4.0608e+01	2.1246e+01	1.0000e+00	0.0000e+00
2.8125e-03	5.1563e-03	4.2410e+01	2.0428e+01	0.0000e+00	0.0000e+00
